,.CSIH00928,.CSIH00929,.CSIH00930,.CSIH00931,.CSIH00932,.CSIH00933,.CSIH00934,.CSIH00935,.CSIH00936,.CSIH00937
2014-12-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2014-12-19,0.09487269092936014,0.10215247777528949,0.10528222343507218,0.10143322389157747,0.10068102002889126,0.097978581443393,0.09558160462423602,0.09826325972522489,0.09937827851559465,0.10437663963136092
2014-12-26,0.09726534849777982,0.10026900205395416,0.11101354609916515,0.09740219277279094,0.09653737991521318,0.09333195194657495,0.10097625539685944,0.09543537792589847,0.09884007123587413,0.1089288741558899
2015-01-02,0.09764565118971824,0.0996759226812227,0.10882961962761585,0.0969460734794767,0.09815341111135543,0.09184828346103481,0.10575906543307083,0.0922600525715118,0.09617959464733641,0.11270232579765711
2015-01-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-01-16,0.10241756183100165,0.1002521118372902,0.09931839360264043,0.10238731230862619,0.10040768773071863,0.10074784603873371,0.0947443267070962,0.10250982036943772,0.10058975228590435,0.09662518728855077
2015-01-23,0.10058992162377982,0.0977216479150991,0.09890423570128294,0.10324396084458295,0.09811821729455453,0.1013170576827914,0.09549457233062454,0.10871572937874076,0.10097761244247469,0.09491704478606926
2015-01-30,0.09828051245765293,0.0989911052958261,0.09935486708648263,0.1039640638971296,0.0978658610228724,0.10353827729408017,0.09245768136659283,0.11126019939198517,0.10228123541210812,0.09200619677526996
2015-02-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-02-13,0.09821647374342514,0.09913745233991735,0.0979571337260295,0.10165546459929956,0.09984573600814547,0.10060159976034018,0.1001624871564142,0.10477875322866892,0.10207624254836418,0.09556865688939545
2015-02-20,0.09633516552384104,0.09819499510454484,0.09809039499891746,0.1021435376034076,0.10009440630542048,0.09968215533708823,0.09984001337132194,0.10628224879818196,0.10341920296253648,0.09591787999473993
2015-02-27,0.09499241587214256,0.09748360300248522,0.09814051737503111,0.10390984388704763,0.09888979828596563,0.0993478095681649,0.09840417855873643,0.10797862383652142,0.10581827689092622,0.09503493272297879
2015-03-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-03-13,0.09960467740666301,0.10224417168629156,0.09994449028305007,0.10069414907424894,0.10189157860183812,0.1026489946451544,0.09606924536642047,0.10087934511332082,0.09765909293199986,0.09836425489101269
2015-03-20,0.09965955784552233,0.10076673143873174,0.09960735682460257,0.10128144326991204,0.10183949155547259,0.1018400111256288,0.09809195585903811,0.10149632096449183,0.09677728172137078,0.09863984939522925
2015-03-27,0.09755093368112018,0.10084593259980523,0.10144208417576608,0.10045171264124503,0.10013399848255508,0.10046027837678927,0.09916038503348888,0.10420176171968468,0.09647156329110933,0.09928134999843616
2015-04-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-04-10,0.0977905829647656,0.09992082959338683,0.10045220944925988,0.10041939326515928,0.09864378292537873,0.10055850717639987,0.09958982840144896,0.10244800233588967,0.10136618489031987,0.09881067899799133
2015-04-17,0.09771077418704642,0.09858613285011546,0.10089497770113338,0.09789290269853795,0.10012041138315787,0.10166672257039078,0.10293687427027724,0.10158856660673239,0.1011114625392699,0.09749117519333855
2015-04-24,0.10098966387439745,0.09690948023855529,0.10943766290297803,0.09505140639560561,0.09881812499741088,0.1003266860372079,0.10198482872015194,0.09567142944721728,0.09869387149164396,0.1021168458948316
2015-05-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-05-08,0.09950234059483294,0.09799549342965173,0.1012126336019802,0.09952411144056916,0.0975414098961021,0.09933153906024923,0.10072178467517158,0.10214322236884636,0.1007638537306708,0.10126361120192588
2015-05-15,0.09556819563859636,0.09619178978982985,0.09794846735395524,0.10124838645949237,0.09865163230633614,0.101762901682891,0.10084556962939355,0.10657263719356508,0.10176013058658985,0.09945028935935062
2015-05-22,0.09147904007888905,0.09778660659928842,0.09848835105906893,0.10188872681838004,0.09858315240177562,0.10172581387120266,0.09582095945593158,0.10981337078244859,0.10388643138052073,0.10052754755249435
2015-05-29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-06-05,0.09782009542755121,0.10015398854443493,0.09938684115914659,0.09914911124781872,0.09868569829520774,0.10103010145965045,0.09447385817313683,0.10276920861524622,0.10596283695671233,0.10056826012109492
2015-06-12,0.10078775838675115,0.10235499259163781,0.10015134819826751,0.09870246525182551,0.0964088233530829,0.09876984958923549,0.09353915785088898,0.10155228658151773,0.10493601102037915,0.10279730717641376
2015-06-19,0.10175403845473956,0.10157140262577051,0.09688914851052846,0.10087911917523502,0.09928148302319888,0.09924293256261345,0.0934318370960021,0.1004621064624196,0.10325316747670546,0.10323476461278701
2015-06-26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-07-03,0.10319867389950581,0.09878729229387788,0.10048949166336356,0.09799861490528311,0.102989294301456,0.09919521013873006,0.102225829086697,0.09450322520686932,0.09687501493477547,0.10373735356944191
2015-07-10,0.1056205381387012,0.09474056489382338,0.09511592522808718,0.09939239142089373,0.1047357217527704,0.1034372067780407,0.11231232491650733,0.09389635744808207,0.09206661626531602,0.09868235315777794
2015-07-17,0.10647338836830078,0.09427744250254314,0.09700472871662728,0.09861760243951015,0.10760792109419688,0.10137873333604898,0.12139995243205448,0.0882866956849306,0.08518672713518799,0.09976680829059972
2015-07-24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2015-07-31,0.0999651822587243,0.09958311211011574,0.10133748914650467,0.0989536547999749,0.0983892431728768,0.09847664711262626,0.09448600807411069,0.09984760953935819,0.10929089670746933,0.09967015707823923
2015-08-07,0.09668028341993634,0.1008562764589969,0.10078088390132622,0.09997388499284178,0.10069845016616107,0.09993120233146358,0.09426375570732767,0.09889527304648149,0.10544197656616945,0.10247801340929542
2015-08-14,0.09639234601704535,0.10285809019821737,0.10207779106289623,0.10005968466626265,0.10008267971780437,0.10036619714329381,0.09245903452537069,0.09818533839324316,0.10514972064828246,0.10236911762758397
2015-08-21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
