,.TR15GSPAU,.TR15GSPBK,.TR15GSPCS,.TR15GSPDF,.TR15GSPE,.TR15GSPFBT,.TR15GSPFDGR,.TR15GSPHC,.TR15GSPHHPE,.TR15GSPHR,.TR15GSPIC,.TR15GSPINSC,.TR15GSPIS,.TR15GSPLP,.TR15GSPM,.TR15GSPME,.TR15GSPMS,.TR15GSPPHB,.TR15GSPREC,.TR15GSPSEQP,.TR15GSPTEHW,.TR15GSPTRN,.TR15GSPTS,.TR15GSPU,gamma_op
2009-04-03,0.00015710070560818763,0.00016857599800484632,0.00047159440507435,0.00013508037124772602,0.00041465542310954295,0.526526485117479,0.003949414567052077,0.0008153061286912192,0.45847435455736,0.0004945635570753131,0.0003715717016695183,0.00023846633479564575,0.0006044547491570649,0.0002431361700592936,0.0003059931711210766,0.0003220585777390871,0.0002762639569021145,0.0021927066986645646,0.00025117189871789363,0.00036116141871803467,0.00045625289143061366,0.0004395655770156404,0.0005995359367759218,0.0017305300865310437,2
2009-04-10,0.0001737347093819965,0.00017574402234755748,0.0004900596916915408,0.00014197384916078112,0.00042261274348722377,0.5210098885802146,0.003964899821008256,0.0008064217542736531,0.4637700616847831,0.0005102901288634366,0.00037809314816712454,0.00024529306387875076,0.0006299759749367514,0.00025687299646104806,0.0003162951085427987,0.00034124521628340037,0.00028814977889981175,0.0021133874166594066,0.000291508770680846,0.00037079783093086087,0.00048172420581228784,0.0004637209147081353,0.0006198279286379187,0.001737420660188804,2
2009-04-17,0.0001964364537314379,0.00019504860812441947,0.0005021588893712184,0.00015574338308164167,0.00041946941694074273,0.5227495712173503,0.0038947899348502064,0.0008400293411853626,0.46191149747900345,0.000507001466579021,0.00039254588613706797,0.0002604676343620729,0.0006433052471779704,0.0002631375043170758,0.0003197780890873151,0.0003443354693612704,0.0003020297159324401,0.0021162556861655754,0.0003065503112521864,0.00037469022484478516,0.0004865734728315364,0.0004694791929232525,0.0006141985975877768,0.0017349067778018442,2
2009-04-24,0.0001938499353458458,0.0002025519351225515,0.0005079681714318718,0.00015658013312243294,0.0004082753894566904,0.514411932935044,0.003810600161809932,0.0008549309804006525,0.47040902356893866,0.0005113785300267647,0.0003962080212244867,0.0002602897217688205,0.0006299245240406191,0.0002705138483232728,0.00031878061814801434,0.00035047634031672576,0.0002999937353231983,0.0020883060896525222,0.00031683640794586695,0.0003668635532692646,0.00048467301903785763,0.0004726842401254948,0.0005941785675623927,0.0016831795725620396,2
2009-05-01,4.177551592349704e-05,4.518630054464647e-05,0.00012928044830737718,3.610221944827649e-05,0.00012048228889512775,0.5770768206783329,0.002297431834448474,0.0002230454078632853,0.41723259150806336,0.000137481454629926,0.00010328877067129522,6.512698236551921e-05,0.00016604207894944153,6.609377080582968e-05,8.522797901528399e-05,8.742576282779065e-05,7.554182202478151e-05,0.0008901282346023259,6.629354473208933e-05,0.00010144574796636888,0.00012475077996624445,0.0001210636008049464,0.0001675485237835673,0.0005398247450277181,2
2009-05-08,4.334205406507755e-05,4.1512716532176825e-05,0.00013065261021388914,3.525456014736467e-05,0.00012183993435693638,0.578512844114888,0.0023742383033675987,0.00022584284192821443,0.41570462391036395,0.00013208471527406475,0.00010471027556395148,6.421729125293004e-05,0.00016299672948722046,6.548843878474704e-05,8.639145694486773e-05,9.367141386176313e-05,7.355321259997569e-05,0.000890696395337181,6.199519400922667e-05,0.00010172074855158588,0.00012781091275606944,0.0001179452514033735,0.0001688886777204606,0.0005576782405891605,2
2009-05-15,4.448359429873631e-05,5.187451120921955e-05,0.00012735162238647205,4.1302272059217065e-05,0.00012786588945875284,0.5814465566905507,0.002282379069115235,0.00023552633799364087,0.4128423069395245,0.00013180538150166487,0.00010856948914269566,7.224838117393428e-05,0.0001560854896437637,6.408177786661278e-05,8.727260696566263e-05,9.712490805616658e-05,7.105015895436808e-05,0.0008950179704860101,6.551406915286885e-05,9.48292671480311e-05,0.00012129891867360571,0.00012125091293832899,0.00016111299425166037,0.000553090747448222,2
2009-05-22,3.8998828112737476e-05,4.4726653467352866e-05,0.00012167151170113575,3.639815862134529e-05,0.0001189260477409221,0.5884889706036134,0.002196853276004076,0.00022725714269132324,0.406031704928361,0.00012604408658966997,0.00010021596539450276,6.510685092815508e-05,0.00015488735770614808,5.745803869750924e-05,8.263256013665432e-05,8.874787809936584e-05,6.682460804242618e-05,0.000892824551069198,5.7358944649837976e-05,9.221687800645647e-05,0.00011765974246445134,0.00011063879316435288,0.00015776878025848312,0.0005241078144795929,2
2009-05-29,1.1236979009465258e-07,1.1577276716675375e-07,3.138601161013774e-07,9.406032006626214e-08,3.081921800995797e-07,0.610434252923282,0.0001689452939435107,4.346557124580276e-07,0.38938516979472454,3.328722529941774e-07,2.568916999976712e-07,1.6569806203247153e-07,3.8988484992412476e-07,1.798346731897683e-07,2.272798566541835e-07,2.179776234640883e-07,2.0935811472670297e-07,5.620217036472145e-06,1.77670028912319e-07,2.8994275702077895e-07,3.258215876374897e-07,3.0457381881369216e-07,4.0952554651428895e-07,1.1455292557597591e-06,2
2009-06-05,1.1838320660506283e-07,1.2128003339373707e-07,3.1467515407044615e-07,9.906562143095789e-08,3.223073434801199e-07,0.6149799480825195,0.0001696684662981549,4.469737126853295e-07,0.3848384712385428,3.43820810364337e-07,2.633055675499744e-07,1.6857420742515312e-07,4.0602849652386684e-07,1.8910720622768998e-07,2.327434428076356e-07,2.1904689262638224e-07,2.1318529281559896e-07,5.6994393161069344e-06,1.896122814235834e-07,3.060784447906857e-07,3.391211627026224e-07,3.195224650321714e-07,4.218007814958646e-07,1.1781411999546578e-06,2
