,.TR15GSPA,.TR15GSPD,.TR15GSPE,.TR15GSPF,.TR15GSPI,.TR15GSPL,.TR15GSPM,.TR15GSPREC,.TR15GSPS,.TR15GSPT,.TR15GSPU,gamma_op
2011-04-01,0.1293237490525081,0.028256130720721362,0.025233323717253925,0.02109800215749496,0.013978826442531872,0.062148441886475815,0.013811893987797197,0.017585125314224764,0.6655666745081061,0.014229086917849187,0.008768745295036434,2
2011-04-08,0.129709566014211,0.028186794450835273,0.025236300942959377,0.021018229240333895,0.014079885655816556,0.06359245498346831,0.013909063238957353,0.017765472946416175,0.6636896133343032,0.01399430925232961,0.0088183099403694,2
2011-04-15,0.12962844235102639,0.02796551597884464,0.02511779987788559,0.020872810426055516,0.013840197413984555,0.06365720612432109,0.013875456459721347,0.017369060878495088,0.665027348728489,0.013886063007069896,0.008760098754106728,2
2011-04-22,0.12991280241179284,0.027668076714758516,0.02401368362253105,0.020242602191565075,0.01353886824300846,0.06280518819294137,0.013393440526766538,0.017534373085538603,0.6687052538771193,0.013544770619159985,0.008640940514818252,2
2011-04-29,0.13380457938367646,0.023954263234462023,0.020820486188624907,0.020496750388729237,0.012454588499405214,0.05678519625199756,0.012257063234175206,0.015435973942926118,0.6835068497016725,0.012342707979858383,0.008141541194472496,2
2011-05-06,0.13494165621019777,0.0237857556921609,0.020782228911542532,0.020439646053141615,0.012528956891153426,0.05681685051391283,0.012151034310397468,0.015502877223413678,0.6825605389810498,0.012290605525472786,0.008199849687557105,2
2011-05-13,0.1359939301775396,0.023659725548240258,0.01938094022331368,0.02015363181073611,0.012346841315838169,0.05705585096226068,0.011759474756856889,0.01522151122122272,0.683996991108049,0.012194409554447507,0.00823669332149531,2
2011-05-20,0.13594697526794677,0.023500999933991986,0.018829874351712423,0.019461205651150434,0.01204612610693644,0.05647720794540533,0.011409663319475998,0.014950079709204436,0.6871564802171858,0.011980472639422517,0.00824091485756779,2
2011-05-27,0.09582797941885599,0.019399721270115633,0.018221384671661123,0.01731020937671452,0.01065274724483059,0.04324054828202249,0.010970397227522702,0.012955464962230476,0.7492340367125816,0.010521139622261241,0.01166637121120366,2
2011-06-03,0.09554718235036161,0.0195261431030806,0.018722526064327488,0.01741863605329668,0.010689584217013326,0.0435412624396836,0.011245499843971518,0.013206469344652635,0.7479718424983637,0.010547516268321868,0.011583337816926978,2
2011-06-10,0.09625618990993089,0.019293542821378247,0.018847839205150232,0.017272887527771397,0.010582132855694284,0.043301139734003125,0.011125279481259194,0.01326567699434078,0.7478241392065281,0.010560128084715696,0.011671044179228086,2
2011-06-17,0.09633563589847739,0.019030348202044516,0.018669285494276745,0.017060507972897196,0.010470493475692323,0.0431434224393929,0.01115155892536733,0.01290870094656131,0.7491005493017648,0.0103614588046074,0.011768038538918004,2
2011-06-24,0.1833680073656448,0.0201382868610967,0.017598077522350333,0.019923755026778615,0.011011402703832801,0.04399712526951317,0.01187036361560534,0.012399696416302092,0.667497051035481,0.009406565605206474,0.0027896685781891306,2
2011-07-01,0.18486408717875943,0.020691529350717663,0.0175726244682394,0.01993036627640453,0.011173089462418,0.04437767235909455,0.012280643122737505,0.012470287210422575,0.6642688921449432,0.009566538409740616,0.002804270016522525,2
2011-07-08,0.18553526567806305,0.021236690667115875,0.018202868710890514,0.020353449902389294,0.011483587213619972,0.04482189755771256,0.012536222768814257,0.01262881173301617,0.6605469936381996,0.009852554540831625,0.0028016575893468785,2
2011-07-15,0.1839688481054226,0.021303802652839567,0.018270234344756227,0.020079879962654545,0.011412689596616343,0.0444710139077897,0.012597169330960365,0.012834076288753146,0.6623413641370876,0.009943426239097587,0.0027774954340224543,2
2011-07-22,0.23350844041382623,0.021623702599758918,0.021631565676008546,0.02342574856919325,0.010652631256783215,0.05313510918622456,0.012399921291891838,0.013274735629956583,0.5988794049517745,0.009743194377961603,0.0017255460466206463,2
2011-07-29,0.23321177981012817,0.021744300764869967,0.02210830825332057,0.023848100262844587,0.01063145791185087,0.05244789034079942,0.012361457494535665,0.01349874396424169,0.5984670930681982,0.009952803115793081,0.0017280650134177096,2
2011-08-05,0.23097609704377994,0.021694497831419964,0.021835747548141722,0.023806351043701178,0.010332835923761882,0.051991771349196206,0.012192555452616839,0.013433926479384966,0.6020618673155881,0.009925427612354567,0.0017489224000546435,2
2011-08-12,0.22438926237980097,0.020805563107024472,0.02050370729317409,0.022620161798647814,0.009871141732577348,0.052761645688723505,0.011535430125464081,0.012379110875408019,0.6136546918478476,0.009723909547267278,0.0017553756040648964,2
2011-08-19,0.21288812041356217,0.0011495508261984266,0.0011798571186635775,0.000610361627332457,0.000775860547956816,0.009310108222949049,0.0007219761131776912,0.0005655844409016768,0.7699406096804366,0.0012242703344648533,0.0016337006743566453,2
2011-08-26,0.20979116985473756,0.001089092161462137,0.001124880148117843,0.0005850304451245035,0.0007255526974815948,0.009355586664848663,0.0006775877873332458,0.000551943238773191,0.7732928284134449,0.0011345102520224912,0.0016718183366537594,2
2011-09-02,0.2125785604360893,0.0011286756614442746,0.001137863852913101,0.0005995241811689474,0.0007516461065915549,0.009410031708189425,0.0006972280417209261,0.0005581588110097612,0.7702963674138851,0.0011730872262062395,0.0016688565607814055,2
2011-09-09,0.21236933607928657,0.0011195725426306816,0.0011361810306263194,0.0005855703072735165,0.000745633161037175,0.009229309191354665,0.0006942068292582473,0.0005582100068069098,0.7707305795317364,0.001159397369644721,0.0016720039503447849,2
