,.HSCICD,.HSCICS,.HSCIE,.HSCIF,.HSCIH,.HSCIIG,.HSCIIT,.HSCIM,.HSCIPC,.HSCIT,.HSCIU,gamma_op
2010-01-01,0.01808530311923496,0.07131946534760866,0.046717772949822406,0.01623610791620609,0.7163390973344731,0.012580839911338848,0.033429205979075234,0.02677428711382425,0.016306800779498795,0.027453108397432625,0.01475801115148491,2
2010-01-08,0.018076330425235435,0.07206306134256482,0.04662557946266062,0.016178755338936434,0.713505361249795,0.01268166675612901,0.034418602890390684,0.026763974423406618,0.016451741099255488,0.028403704286718675,0.014831222724907354,2
2010-01-15,0.019411772665089796,0.0747594424361247,0.05134417341714392,0.01686057903879296,0.6931942046466941,0.01405408765711403,0.03676098069418875,0.030608594502225056,0.017285494490943704,0.030008545544198486,0.015712124907484557,2
2010-01-22,0.019631122853049417,0.07594634985359192,0.048795280053475915,0.01608533457113905,0.6935614006144433,0.014513231237506998,0.03827940531403086,0.030471349313793035,0.016299514645420305,0.03123550771935768,0.015181503824191497,2
2010-01-29,0.019763138743570517,0.06205112145668128,0.04652217564965152,0.016066333750182002,0.7094497422755515,0.01276620491594057,0.038317222260205314,0.0296640519024758,0.01663597351051118,0.033790626876338374,0.014973408658891615,2
2010-02-05,0.01964824238679471,0.057709445929899385,0.0446462802527595,0.015742444174780348,0.7210366791093231,0.012083712025436889,0.036820394946128446,0.027797452251294343,0.015839063363462108,0.033611494962543925,0.015064790597577276,2
2010-02-12,0.019776819380661715,0.059355330323196676,0.045656887831411586,0.015726365675171702,0.7168733539760427,0.012209947931177372,0.0366036673507057,0.028030405132904508,0.01613294840893978,0.03433769298624147,0.015296581003546783,2
2010-02-19,0.020227688032772875,0.05874639842777397,0.04662860404248989,0.015745007543852968,0.7142884140169755,0.012220052375283943,0.037670600410291584,0.02763821822425952,0.016683498857955923,0.034757258974212446,0.015394259094131328,2
2010-02-26,0.01926920851038825,0.05461607478885104,0.041852221883578226,0.01652090742232236,0.7288647634681034,0.013200851048024494,0.03398002319490277,0.02436753249887036,0.017112783287730027,0.03417569744469138,0.01603993645253768,2
2010-03-05,0.019011990235512918,0.0539911857563336,0.0422554109349541,0.016500355948012586,0.7289746920829433,0.012659517805744668,0.033920909148988654,0.02523562617195527,0.01748526376789798,0.03426994445679794,0.015695103690859045,2
2010-03-12,0.019268490667633757,0.05484239335109649,0.041687726383353836,0.016157189317036556,0.7303062654601558,0.013195893878273182,0.03387420697413619,0.025209480212616313,0.01751077134287523,0.032240428670451945,0.01570715374237085,2
2010-03-19,0.019054230997313463,0.055195340432411547,0.041351490096719845,0.015836049838629067,0.7326873936208799,0.01285204698607844,0.03365415548007276,0.024809637430019887,0.017352344078908656,0.03196364578297863,0.015243665255987757,2
2010-03-26,0.019280120214300596,0.06420858189023468,0.0408784701140031,0.016344990797365087,0.7265891112031921,0.012958943237807309,0.030683954389521977,0.02531615079238661,0.017437357555844697,0.030769881461718364,0.015532438343624999,2
2010-04-02,0.018703428038591357,0.0624588509600341,0.039658752042107684,0.015871426759403638,0.7337362517398727,0.012831350479438626,0.030214110693575047,0.02438278951554734,0.017035269440495493,0.029857105518178086,0.015250664812755785,2
2010-04-09,0.018593109235283404,0.060815422091025605,0.04050010584556906,0.01601830006046673,0.7350613098928201,0.012913716976117927,0.029766138730068673,0.02448374135743398,0.017140388067613685,0.029508594293612602,0.015199173449988217,2
2010-04-16,0.018639073843737003,0.062229334263586955,0.04147736930017366,0.016255920172996843,0.7310252730678105,0.012909341183127317,0.029860706381305592,0.025162050043696024,0.01695577329850302,0.030334658438199654,0.0151505000068636,2
2010-04-23,0.01838572954949263,0.05429357872314407,0.0398107746949248,0.01636562804179261,0.7413118202607627,0.013233271848867155,0.029861193654787684,0.025177307935257992,0.016680721698039906,0.02945150941654169,0.015428464176388663,2
2010-04-30,0.018219739683594905,0.05403287652929878,0.03833314664210659,0.015821014194031528,0.7453679481554238,0.013308289033287487,0.029982971276887215,0.024562853268417045,0.015678177355109044,0.02922551505367163,0.015467468808171967,2
2010-05-07,0.01789639883920517,0.052179523577184854,0.03837552263418928,0.015583302046359805,0.7510790556414317,0.013159643409240916,0.029095316640204396,0.02391570791187954,0.015452178253527262,0.028516425920878434,0.014746925125898667,2
2010-05-14,0.017591481305586933,0.052204484045382485,0.03808153513933844,0.01578377296629076,0.7507255020731756,0.01294358528589592,0.028858669198036473,0.02345625292396468,0.015482812154376437,0.029440424915813255,0.015431479992138996,2
2010-05-21,0.018017163108350297,0.04793640083277434,0.038628750041840874,0.016366434486677135,0.7488169526582297,0.013453394550502415,0.030206283850784513,0.02567048522734229,0.016354377473550057,0.02874101128999309,0.01580874647995538,2
2010-05-28,0.01790632529773721,0.047519647995930246,0.039145735439809544,0.017089749437033567,0.7467121531052896,0.013103018295521893,0.029104178173942032,0.02485706896144914,0.016962218951794304,0.03070912637516313,0.016890777966329287,2
2010-06-04,0.01828959200350299,0.048482596599265945,0.03941731955955249,0.016820135184525967,0.746014651515697,0.013409940256559267,0.02911458701875159,0.025546975139383456,0.01706163922103025,0.029610071144907855,0.016232492356823256,2
2010-06-11,0.018338331465563306,0.0491371595180561,0.03880815449327788,0.016867178264961674,0.7464714994196461,0.013454268789192654,0.029401046940815634,0.024744537967740877,0.017007048366380353,0.029736534422704075,0.016034240351661216,2
2010-06-18,0.018042275437545142,0.04693434682693334,0.039201318317920876,0.01681447282121208,0.7533056326136156,0.013658736424506997,0.02530234464581381,0.02349566592211523,0.016802848974027965,0.030289947710062597,0.016152410306246243,2
