,.TR15GSPAU,.TR15GSPBK,.TR15GSPCS,.TR15GSPDF,.TR15GSPE,.TR15GSPFBT,.TR15GSPFDGR,.TR15GSPHC,.TR15GSPHHPE,.TR15GSPHR,.TR15GSPIC,.TR15GSPINSC,.TR15GSPIS,.TR15GSPLP,.TR15GSPM,.TR15GSPME,.TR15GSPMS,.TR15GSPPHB,.TR15GSPREC,.TR15GSPSEQP,.TR15GSPTEHW,.TR15GSPTRN,.TR15GSPTS,.TR15GSPU
2016-10-21,0.04120392228691176,0.042856991140286314,0.041177622428985115,0.042080662488954,0.041897067843479165,0.04178186189379968,0.041641106756302254,0.04110263722659811,0.041574283918888955,0.04163884127442655,0.04123205579155657,0.04298109711103812,0.041999459240630733,0.04152553215579247,0.041052878047774556,0.04166508592442962,0.041954685356881044,0.04082781726976409,0.04067134371261735,0.04132452650082867,0.04251678874745353,0.04250737798226093,0.04148411270875947,0.04130224219158095
2016-10-28,0.041379339228665074,0.04376604913317781,0.04139404248932718,0.04259436743143439,0.04205784552393075,0.04193974922901119,0.04154041624015048,0.04162650370519572,0.040420739571465455,0.0417713743933792,0.04112739911537528,0.042058821469778594,0.04255971353097096,0.04158630410801745,0.04166777166933645,0.04238729002327289,0.04213319170015985,0.04044093259911062,0.040868576315458316,0.04108324084980422,0.04227920005759789,0.04197403241147159,0.039881993373328616,0.04146110583058008
2016-11-04,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2016-11-11,0.0418280929825989,0.04161957429308772,0.04167358444111669,0.04196611252034984,0.04140793949800135,0.04149346478575688,0.04164643403631107,0.042016147903814534,0.04115977922756376,0.0419984388875675,0.04171081482383485,0.04166202450680637,0.04117327241895612,0.0416011458282534,0.042167150315086784,0.041944170905624675,0.04132417995029799,0.04128771056521328,0.04147851487114568,0.04155141860303325,0.04131534288572803,0.04266963900065523,0.04141331581451017,0.041891730934685935
2016-11-18,0.0428010877298646,0.045491948453094656,0.04223639291163573,0.044714869848285356,0.04091014965511941,0.03856262344275435,0.04059998692467332,0.041573253203111796,0.03886312165823366,0.04211077537030874,0.04375070270690378,0.04321293798240972,0.0399793051971816,0.04151633158924242,0.04243715023444976,0.04259132910430692,0.04118168726621001,0.042796176028731814,0.039504801168830116,0.0414162122780738,0.04071598323001485,0.04428917365326807,0.039808414606914845,0.038935585756380696
2016-11-25,0.04193148332196252,0.04647679037798891,0.04260980855514252,0.044847422305733964,0.04133233132632054,0.03836280396494277,0.03990898560352427,0.04165571098722588,0.03786854365483491,0.04320954151340554,0.04313904433840186,0.04332996100471934,0.03986205498339942,0.04128094241040943,0.04229095540893428,0.0428572053781625,0.04139967508020906,0.04129334303553872,0.03929123164081351,0.04214005321697841,0.040559049602157886,0.045154976946713214,0.04048641981126014,0.03871166553122044
2016-12-02,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2016-12-09,0.042432906628088005,0.042694467423804394,0.041241213767524175,0.04234020047205327,0.04330337034567086,0.04130344649786207,0.042364530600236275,0.04164068708996436,0.04124248447893215,0.04147767848491431,0.04204399310007543,0.041777982799455694,0.040745877061807094,0.04068513978240406,0.042252509128893244,0.041626066681046986,0.04102405877939603,0.041186836553283465,0.04183063217187476,0.040207718785747526,0.04133797771306134,0.04221277710378294,0.0413482573406271,0.04167918720949441
2016-12-16,0.04432391813467085,0.04379492442686761,0.04123995066337324,0.042697081957879975,0.042864213960805975,0.04128585785511052,0.04187085889521857,0.04074742617398039,0.040797836950168934,0.041369947009021885,0.04128301982092842,0.041663698454548315,0.04110906572638894,0.0407563004913006,0.042153128492603206,0.04166244939397567,0.040963667114167,0.04003116374121133,0.041954245025135735,0.04074941919606799,0.04147275317788576,0.04236965922418839,0.04149174028810907,0.04134767382639157
2016-12-23,0.04304262353018636,0.04326213166932731,0.04117978391655969,0.04232455276693756,0.043239613156479645,0.041893301324546627,0.04229737530657278,0.04098889430251138,0.041027663234943855,0.041446412049946486,0.040745749251988754,0.041598428181994794,0.041120637257890114,0.039456010427327555,0.04156195192651115,0.041775836895972376,0.040396230010558865,0.041139484411914,0.0419504013159235,0.041238277417895465,0.04199526360014855,0.04152625475736656,0.04258390987920187,0.04220921340729465
2016-12-30,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-01-06,0.041307738075872874,0.041495696971486744,0.04185965016213341,0.041561799495778984,0.041547714997200405,0.041978999668369994,0.04163466729787707,0.04168774598712501,0.0416334763910972,0.04136446493439864,0.041591967736956004,0.04168911783675991,0.041523143644087664,0.041788100722522384,0.04152766675010198,0.04161938015315427,0.04157838832612335,0.041780669270012775,0.042738379017805195,0.041144937783431736,0.04167784478123496,0.04138776778630611,0.041856355573483064,0.04202432663668014
2017-01-13,0.04209579171752495,0.04120884856426168,0.04129589911802535,0.041800064075083285,0.04124649373766155,0.04148961590992563,0.04126050353899788,0.041964635457771814,0.04178651806017625,0.041106085258795916,0.04161072112881234,0.04141049569587241,0.042319235342924914,0.04242261863826622,0.04166360534350901,0.04203856234222259,0.04167704126176307,0.04255333319777238,0.042958853666498945,0.0405995235513605,0.04160349354578582,0.041068793810931856,0.041229300665058914,0.04158996637099678
2017-01-20,0.0425535833153385,0.041350791867316765,0.04150237417341448,0.041583205737259564,0.040428860386630024,0.04097206634862977,0.04117239627667805,0.04285135702120686,0.04117127262710873,0.04143121486492942,0.04161432451425714,0.04116106780825059,0.042641231118607355,0.041980902711083054,0.04186224258474819,0.04236608944291613,0.04221299654394636,0.042060404495269745,0.042167343334820966,0.041275956591392785,0.041823191676286446,0.041655460956879053,0.040798139271677365,0.041363526331352624
2017-01-27,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-02-03,0.04173240233943039,0.04259625507696336,0.04152010634500928,0.04193437495934232,0.0411131356767342,0.04147459301041697,0.04039012738113074,0.04152210733530756,0.04107610406959771,0.041732002029026646,0.041903433054906826,0.041753959500381375,0.04227912672290548,0.04149784832083742,0.04273791677504669,0.04239879845014486,0.04175103874057004,0.04112147656602734,0.040953425105464215,0.04227170788661849,0.04220208151819175,0.042241044150369306,0.04062658777487789,0.041170347210699156
2017-02-10,0.04162863062968232,0.04277903384414398,0.041674941290792474,0.0421812627512849,0.04063251609088134,0.04205967396169026,0.0405001869598737,0.04223634651658632,0.0415221141198654,0.0415299104410228,0.04160465875723231,0.04155268410137321,0.04177375863512191,0.040400908536956076,0.04224194549795025,0.0424281701105116,0.041446002583172624,0.04233976277997365,0.04130448599933434,0.04196291762748131,0.04381136124394456,0.040970754773119,0.03984336967830602,0.04157460306969972
2017-02-17,0.04109922222931887,0.04225468539041122,0.041781523430935406,0.041980191698852067,0.04006693375018649,0.04198771662913564,0.04109736108966027,0.04195657493190908,0.041560659413778185,0.04208826762346757,0.04185348055244753,0.041685990453228086,0.042017212220519455,0.041473857464648094,0.04198417191577614,0.04185887437119776,0.04191864406140519,0.04220354691478567,0.04137774469836868,0.04123734319322436,0.04430165883957828,0.0411265017374742,0.03958684636496202,0.041500991024729664
2017-02-24,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-03-03,0.04121575569544922,0.04122387211182987,0.04144727758136404,0.04142506208839544,0.04077559511710605,0.04206683083179306,0.04222427945543304,0.042223478266247144,0.04151600193829994,0.04113571166764416,0.041414028270452014,0.04156243416752363,0.04176725902800628,0.0420114586820792,0.041326489540382934,0.041636276335049065,0.04146297536897304,0.04185159410977629,0.0422553949329159,0.041413684958234026,0.041657505884156995,0.041120940014994896,0.042296004578688165,0.042970089375205696
2017-03-10,0.04201532615762581,0.04200786126811961,0.04132485565191291,0.04192901858727166,0.04113641361663055,0.042260688841221285,0.04070524890968645,0.04250034335052014,0.04124574315604739,0.0409249754575224,0.041536916416391303,0.04188440301227763,0.04162771315129588,0.041786851646063536,0.041388225969342836,0.04128288075654699,0.04140735331397322,0.0423216136369755,0.04172428875505612,0.0412750005433908,0.042028105604913546,0.04126124352236407,0.04163857599915932,0.04278635267569106
2017-03-17,0.04149793362575524,0.0418564608264688,0.04141077776191397,0.042014935326973736,0.04023979248708509,0.04246046660173411,0.040620556109723746,0.04276840835621879,0.04184299256682319,0.0408760125188697,0.04158475706181048,0.041859921184453676,0.042185335661963225,0.04231442268229569,0.0410141296970324,0.041581578687898385,0.04162536705106771,0.04267666748046992,0.040331950216158735,0.042265659941854085,0.04205639805831882,0.04054030779283644,0.04179535984428955,0.0425798084579845
2017-03-24,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-03-31,0.04032342428489628,0.04011951981627475,0.041354632466275576,0.04085713020558602,0.04150575729915931,0.042072611510098515,0.04178398189290303,0.04172492656701738,0.04205256632288015,0.04265182945238089,0.041446083009743714,0.041323053756305975,0.04166013742192256,0.0417112659722694,0.04148521372627735,0.04219406625985259,0.04155555257124767,0.041767484855219805,0.042476368111817035,0.04214020021431359,0.04219860927007496,0.04141112554069313,0.04143083340167228,0.04275362607111802
2017-04-07,0.040499719921587705,0.040255865919067095,0.04157585887663845,0.04078439626428379,0.042128556139238056,0.04159658127483691,0.0419154707607911,0.04153086302149581,0.04134539011638245,0.04302772876847712,0.0414449448929236,0.04134434432219412,0.041627778123858435,0.04156833239532591,0.04177425595378094,0.04237333286575932,0.042145178374175085,0.041433193770997176,0.04249616048348793,0.042181901272165194,0.04249577565202348,0.04176267832150836,0.040760987719738774,0.04193070478926304
2017-04-14,0.03884797257273244,0.03989816851757957,0.041113059163591974,0.040659986657825005,0.04256665650562293,0.04195076013634715,0.04226297520710057,0.041762042740289995,0.04129480260580818,0.04316073293973966,0.041661498536159546,0.04133539508311858,0.041652100627025256,0.04098277666539392,0.042044565957064434,0.042543766436091764,0.04203586341609595,0.04162399407514455,0.04304951415939807,0.04192589900827033,0.04239719141351331,0.04196186307123685,0.041004294771897716,0.04226411973295231
2017-04-21,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-04-28,0.04207616589739447,0.041954674434283135,0.04218994478514777,0.041725359393108064,0.040273918063403656,0.04123319870960964,0.041927124473618356,0.04154558115539337,0.04092521601623749,0.04240043787308505,0.04198504019886097,0.041389976513797416,0.04194600179851122,0.04148924734260038,0.042044520434186855,0.04184063931618009,0.04213514069360848,0.040736763154557376,0.041554145729411504,0.04258565991553228,0.04162635988288706,0.04260587747561791,0.040568271723513565,0.04124073501945377
2017-05-05,0.042695656541368296,0.04225290121051394,0.041928196954840576,0.04155272804503675,0.03980979782850407,0.0408059435658664,0.042335970244916185,0.04218634386013969,0.040094319998692896,0.043021504473825856,0.04220000415066561,0.04172949873684317,0.04282837748673623,0.04137927620128397,0.04221386656195569,0.041746115008560084,0.04266107133638724,0.04120838051930531,0.04019745695952106,0.042553242738154196,0.04188138395824899,0.04245005617940954,0.03952381439454461,0.04074409304467962
2017-05-12,0.042185217637404133,0.042719913584956366,0.04195829589232204,0.041621704744273305,0.03933433444854911,0.04058798744280854,0.04239168254361221,0.042411787707868485,0.039738170798287724,0.04379500569949948,0.04230342236405337,0.042056048185566935,0.0430500253477349,0.041028858099132426,0.042113790837248435,0.04071408770172237,0.04290854792817353,0.04118638688317198,0.04004213284453533,0.042909796894122,0.04273993551090142,0.04278396252268173,0.0388265544572236,0.04059234992415051
2017-05-19,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-05-26,0.040843400014416165,0.04109750190435274,0.04136140298425963,0.041584501358547424,0.04203864437396938,0.042322527661206304,0.04157144792112813,0.041765146569582925,0.042017241090379,0.042223237778127407,0.041954095862197775,0.04188760766650445,0.0417053532942117,0.04116084883107576,0.041676511829179724,0.04137998880492685,0.04142110173984869,0.041612700543592354,0.042351710146956725,0.042333776294769525,0.04082383631891051,0.04123574751481008,0.04158386656929181,0.04204780292775494
2017-06-02,0.0407014489110424,0.04076100440884238,0.041261447068197045,0.041640522981803034,0.040453360855537,0.042995953771475484,0.041210406530427755,0.042075253763870876,0.0419852555049083,0.04258752709363262,0.041740416140562016,0.042159852847981676,0.04237340476810908,0.041027457196962845,0.0414876299297188,0.04191221446696621,0.04128766522470804,0.04120615905644117,0.042004123667502107,0.04274600001221613,0.04058957338359854,0.042377859308756254,0.040886363060696464,0.042529100046043655
2017-06-09,0.04155953655495671,0.039448839420092155,0.04175038830789036,0.041115665653683825,0.03899563114775623,0.042820227221732204,0.04152839510240235,0.04239214219052391,0.04209939363598704,0.043127358656326456,0.04169845022409421,0.042140007519694954,0.042347199863175665,0.04109942587819875,0.04157806232725313,0.04193742587197213,0.04117264244811197,0.04149230805860959,0.04183469588253169,0.042904146521832214,0.0405808002921687,0.04238679804024557,0.0413021620753788,0.04268829710538128
2017-06-16,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-06-23,0.0414583598208713,0.04136884986775177,0.042270037943931804,0.042006994853497674,0.041796995717442394,0.04194246963436164,0.03931171253576627,0.04189615561731996,0.04223989179217695,0.04162498367326363,0.042339880305096604,0.04227602691431008,0.04157124647368083,0.04147627356447625,0.041244352162958665,0.04199381559321319,0.04153900223826017,0.041902540981039564,0.0422804867072242,0.0408778935730326,0.04050791700771732,0.04197382523310476,0.04173343891933183,0.04236684887017049
2017-06-30,0.04158754481211934,0.04065166207675542,0.041796312617746474,0.04158909378787761,0.04071349625457598,0.04181777208750438,0.038616602542254026,0.04294680986652506,0.04236052856769636,0.04191728134111593,0.04191515913611882,0.041410427543724364,0.04273972494519405,0.04203289115905964,0.041300138942420545,0.04126896735262783,0.04140243351860114,0.04399828708604752,0.042445806456263904,0.041469099546084305,0.04158030942729672,0.04201271182337729,0.04071415007317056,0.04171278903584286
2017-07-07,0.04234106478540931,0.042760278357763484,0.04185755648078751,0.042444372356373855,0.04109991258811155,0.04125435713175519,0.03948523279653973,0.042738217489694356,0.041416451762486435,0.04133639954060118,0.04192820897932041,0.04200300985498355,0.04156676747902167,0.04354846740424869,0.041507676400247794,0.04161891772272914,0.04131498393691228,0.043157306866457384,0.04208162996486063,0.039756274962478466,0.040906298126056395,0.04265673555972056,0.040358467163629105,0.04086141228981131
2017-07-14,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-07-21,0.04244864506177392,0.040606363643977635,0.041651986899417875,0.041264907609396155,0.04213870675565864,0.041487981598132634,0.04141607155936857,0.04156969623422795,0.04090407091926301,0.04115337069141007,0.041716522637489366,0.0412223277339175,0.04267382166416626,0.04128693201638598,0.04206418298564423,0.04176243573235966,0.04174319387824147,0.04167127453085613,0.04180637353644847,0.04319556859555785,0.042524827913848554,0.04142476082399485,0.04077216769832358,0.0414938092801396
2017-07-28,0.04172934473509209,0.03984487860434466,0.04221055777640292,0.041313810098525854,0.041722150537206126,0.04159510412001036,0.04107561379924685,0.041385786569571405,0.041509947365009216,0.040896469392504874,0.04135564104776636,0.04131152742866382,0.04302945698367813,0.04171116520531756,0.041840447075710226,0.042164633585996945,0.042102237322943284,0.04218572868328615,0.04192350890679399,0.04305891936335628,0.04276778823383802,0.03983958513665348,0.04100614341195373,0.04241955461612773
2017-08-04,0.04112945090003354,0.03996318291574383,0.0419924217501738,0.041412244360041095,0.04248410695374239,0.04127346700993777,0.042232338831179196,0.04083564341950965,0.041795984685961025,0.040147481626311814,0.041243343243008324,0.04157957253791969,0.04291196841209628,0.04103212346614971,0.04154866274317944,0.042925158737935,0.0424513168394243,0.04157650720843165,0.04203944840323322,0.04255033538995288,0.04222097484229834,0.03869015445194915,0.043753902350051076,0.04221020892173689
2017-08-11,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-08-18,0.04157050767420839,0.040807914102277056,0.04115584969891313,0.04118233935106636,0.04104965418813992,0.04222937161516604,0.042317462153375236,0.04179066808422799,0.04238273107087724,0.04180112487458098,0.04149154467895149,0.04135717907461188,0.04170899468636661,0.04178258248588481,0.04129234999193535,0.042175291818206506,0.04125301360414068,0.041708172704217866,0.04134604221541613,0.041637356533574366,0.04224225414470653,0.04191826544263797,0.04166478924055661,0.04213454056596092
2017-08-25,0.04135921628233975,0.04079905705029893,0.0413599232691914,0.04148417540984586,0.04029269781102106,0.04255196007392234,0.042173590506436924,0.04201804913650628,0.04314352478558554,0.041969538033452526,0.041182770746946956,0.04121877604457537,0.04211376951984889,0.04068202729259678,0.04171132049842377,0.04182918638021844,0.040529055583756565,0.04153005581670806,0.04167702039391895,0.042076556955196624,0.04226319769870981,0.04188007172370264,0.0411759930833481,0.0429784659034484
2017-09-01,0.04186607484588527,0.04096258182902926,0.04142206319715212,0.04159731107851786,0.04044995550652486,0.04177797106893937,0.04132928966456855,0.041875604438857246,0.04278740045212764,0.04218849946584978,0.041054260373777816,0.04093854804638779,0.042167773837038194,0.04032932487552233,0.0419518037138616,0.04150090881895729,0.040430399136845416,0.0419168418154328,0.04229965693683708,0.041805316969764084,0.042792433408422266,0.041665153348273816,0.041698388720933385,0.04319243845049418
2017-09-08,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
2017-09-15,0.041890416330592845,0.04039095951711617,0.04153895429230376,0.04089977432078436,0.04254483356728144,0.042075943593688186,0.04213910806814627,0.04256323344858393,0.04192261732233328,0.04133386899916961,0.041714036217876234,0.041531307695383005,0.042006638125337996,0.04138201537529267,0.0416545930205113,0.04029826831197528,0.042482117090806855,0.04267393679854566,0.04232120871657208,0.04111372752891045,0.04081836874032028,0.04219536527798035,0.04010034188455102,0.04240836575593701
2017-09-22,0.04286814068930425,0.04150595902701043,0.040498121877928374,0.04128288545830518,0.04336683141598252,0.04150046221444521,0.04244685159500172,0.041741083051061924,0.041556585622184394,0.040976488209392294,0.04195059636768446,0.04161288076278193,0.04143230746966083,0.04122654571871006,0.04180022694990422,0.039286398635075194,0.0424778602089609,0.042344247166274426,0.041714375204687314,0.042555321409568754,0.04081375733691492,0.0425981994139588,0.04090462079636665,0.04153925339883533
2017-09-29,0.043544041012612174,0.04292910014833648,0.04129553075355569,0.042064424069325125,0.044177646387445806,0.040437882239290415,0.04128416442090808,0.04100644165960413,0.04077166616011888,0.04116834873901091,0.0428509699952956,0.04210687646594974,0.04135561688213614,0.04072835357902535,0.042197878464689136,0.03953183828617825,0.04199358522762554,0.04191201526944151,0.04055849869411328,0.042550972402316874,0.03979007406824789,0.04306914013080951,0.042321067857023324,0.04035386708694022
