,.TR15GSPA,.TR15GSPD,.TR15GSPE,.TR15GSPF,.TR15GSPI,.TR15GSPL,.TR15GSPM,.TR15GSPREC,.TR15GSPS,.TR15GSPT,.TR15GSPU,gamma_op
2011-04-01,0.2596387623866507,0.4104048956271944,0.026866246829016234,0.006843230205705077,0.0067353234966697345,0.16184624367262182,0.057997121950001895,0.0012815712839270403,0.017223452698984322,0.011831177405242602,0.039331974443986145,2
2011-04-08,0.2593878152265594,0.407785567401759,0.026763601801805825,0.0067905079611336955,0.006757299922334209,0.1649545469179139,0.058175136214638955,0.0012896159460722306,0.017107241652801187,0.01159014106845526,0.03939852588652627,2
2011-04-15,0.2602582477699343,0.4061959914584314,0.026744044855587214,0.00677039022866872,0.006668727731873334,0.1657802949182665,0.05826576330147214,0.0012658626687797974,0.01721000945494176,0.011546304875321387,0.03929436273672353,2
2011-04-22,0.26352464804916925,0.4060288185464857,0.025832674533682924,0.00663382796039506,0.006590952097407118,0.16525170425704896,0.05682290157015123,0.0012911169708999678,0.01748402546288026,0.011378909294566537,0.03916042125731285,2
2011-04-29,0.00974515819805337,0.41669935644978817,0.05831123039312464,0.15809251008244865,0.0179102118405362,0.015500427872449804,0.29928836472758824,0.002488800105106187,0.0036848779323011144,0.009710689134232793,0.008568373264370776,2
2011-05-06,0.009885739321022708,0.41620008779910067,0.05854619358629288,0.15857870073980154,0.018123056995601388,0.01560022683529551,0.2984433151222331,0.0025142791208206104,0.0037014050476486533,0.009726533321924651,0.008680462110258321,2
2011-05-13,0.010147354982091022,0.42166264297755063,0.055609833239930184,0.1592557108177418,0.018190415461655784,0.015956004665063295,0.2941756643692735,0.0025143698703152294,0.0037778946047728533,0.009829146006945068,0.008880963004660482,2
2011-05-20,0.01034491651280245,0.42713570627452935,0.0550995795724394,0.1568323135139718,0.018099153753478293,0.016107246250299904,0.2910822748703248,0.0025184829336118777,0.0038705742708475778,0.009848114139629034,0.0090616379080656,2
2011-05-27,0.07035403304408099,0.20521559673432666,0.12595350942382677,0.042177495555692,0.044037157552570864,0.08675213145493244,0.2732821904236501,0.008959114308407318,0.03148091628000048,0.036178012200477665,0.07560984302203472,2
2011-06-03,0.06930641767225204,0.2040752053230612,0.12786516386802776,0.04193257303474004,0.043659360394066156,0.08630756785566156,0.2767748603103071,0.009023140105149844,0.03105088727064834,0.03583364776686011,0.07417117639922591,2
2011-06-10,0.07014665465891443,0.20258556055600563,0.12932190505682697,0.04177582565382005,0.043422267195014984,0.08623228991045108,0.2750942646812407,0.00910590513615618,0.031189684025817337,0.036043979349339623,0.07508166377641301,2
2011-06-17,0.07054406304944039,0.2007883186663011,0.12871626429933192,0.04146171472255183,0.043171947520802625,0.08633370699257542,0.2770775852168868,0.0089037190361273,0.03139401164725265,0.03553690941418295,0.07607175943454707,2
2011-06-24,0.06997584517411545,0.2089125400775909,0.0898862278787575,0.10416112933673408,0.045856252191417486,0.07798749958628326,0.2951595059328099,0.00753167872580017,0.03028159307503147,0.027674157010773096,0.04257357101068674,2
2011-07-01,0.0692752752378982,0.21078305769889422,0.08813850491162999,0.10231772829478153,0.04569096282629594,0.07724428134744726,0.2998575479653733,0.007438036620931428,0.029592005895028518,0.027637531694006314,0.04202506750771337,2
2011-07-08,0.068154331570054,0.21206609194149298,0.08949734892866906,0.10242711127409689,0.04603370070647605,0.07647743952255998,0.3000556842002167,0.007383896969049583,0.028845328772564485,0.027901950555105963,0.041157115559714304,2
2011-07-15,0.06759745455160567,0.21279459043570345,0.08985319268545792,0.10107809898470513,0.045762040721732296,0.07589954857002305,0.3015971169506297,0.007505969870301504,0.028931617337108983,0.02816701562112641,0.040813354271606046,2
2011-07-22,0.4409909823180145,0.027758024655046468,0.061876913914400984,0.02484628153241552,0.019804138788922857,0.13497830563593893,0.037737275281594665,0.011075327611062225,0.15501065025141653,0.024661295251467805,0.061260804759719636,2
2011-07-29,0.4403407945812373,0.02790713522781411,0.06322771905474199,0.02528907974633963,0.01976074000739699,0.13320536948143302,0.03761253492753695,0.011259921782073346,0.1548723000330729,0.025186698397769092,0.061337706760584726,2
2011-08-05,0.43865894208928324,0.02800534467728058,0.06281184904066937,0.02539180536141971,0.01931752234174723,0.13281582726275049,0.03731463292337596,0.011271104876659058,0.15670978107002004,0.02526367728007189,0.062439513076722436,2
2011-08-12,0.433877513364448,0.027344873459701883,0.06004972599816758,0.024564140752617192,0.018789031770500977,0.13722671716736082,0.035943747123105885,0.01057445758619282,0.1626238224364544,0.02519958404143474,0.06380638630001555,2
2011-08-19,0.05655026725710693,0.09426827427764894,0.24917250674853803,0.045073984389397144,0.021069920642997314,0.06751942785554343,0.3557388538840067,0.00925852387178766,0.027914132415964035,0.04367847376927965,0.029755634887730045,2
2011-08-26,0.058340045631655194,0.09349714223586826,0.2486985666110991,0.04522863914823389,0.02062740130229936,0.07102992824910168,0.34951866097617745,0.009458778169172581,0.029349939870005545,0.04237355280532979,0.031877345001057086,2
2011-09-02,0.05790906659327132,0.0949183997817989,0.24643641044818512,0.045403496740394275,0.020933242872744763,0.06998564668653774,0.3523117982143305,0.009370137218749493,0.028639710684986133,0.04292045361352514,0.031171637145476726,2
2011-09-09,0.058184130327473785,0.09469327163667642,0.24748435069150884,0.04460127544550773,0.02088497450278997,0.06903553957120645,0.35279860408654834,0.00942478427945526,0.028820333496975874,0.04266305422534819,0.03140968173650912,2
2011-09-16,0.04913630109551626,0.0694762898870072,0.3844188312038887,0.015354343395811404,0.024432777972485872,0.060863776227977034,0.22555782030390792,0.009418446569180575,0.04122661616826657,0.06121191840587861,0.05890287877008003,2
2011-09-23,0.04876521998160954,0.07101924012453815,0.3822410391394518,0.01552009011021081,0.02484378843321037,0.060742856762411854,0.2252615507897396,0.009361062617092792,0.040792228586685485,0.06265892086283867,0.05879400259221083,2
2011-09-30,0.05121771699656993,0.07384616259921739,0.3702497594747496,0.015460524495065872,0.02499323612572949,0.0642944822465658,0.21826684282356182,0.009370737414596958,0.04293348262360719,0.06602176287437708,0.06334529232595888,2
2011-10-07,0.05182389071027777,0.07248049616151518,0.37354554332565687,0.01569337672381577,0.025092294070560798,0.06586540099926817,0.21373728190488758,0.009275367725264765,0.04338935963810879,0.06492487604269927,0.06417211269794491,2
2011-10-14,0.32298699711797507,0.027677834440920687,0.20483493113299678,0.031816523417100236,0.02336636143366745,0.17066338479585985,0.045404904164304885,0.011225656777779675,0.10909321423295269,0.013115630568077297,0.03981456191836547,2
2011-10-21,0.3181604191772926,0.028109177619431127,0.21273723085731985,0.03234127410031889,0.023738055114195595,0.16798540333404136,0.04650993780220458,0.011401002657884384,0.10684288432026244,0.013490075126038512,0.03868453989101066,2
