,.TRXFLDHDTE1,.TRXFLDHDTF1,.TRXFLDHDTF4,.TRXFLDHDTH2,.TRXFLDHDTI1,.TRXFLDHDTI2,.TRXFLDHDTI4,.TRXFLDHDTM2,.TRXFLDHDTM3,.TRXFLDHDTN1,.TRXFLDHDTT1,.TRXFLDHDTU1,.TRXFLDHDTY2,.TRXFLDHDTY3,.TRXFLDHDTY4,.TRXFLDHDTA1,.TRXFLDHDTE2,.TRXFLDHDTH1,.TRXFLDHDTM1,.TRXFLDHDTN2,.TRXFLDHDTT2,.TRXFLDHDTY1
2016-04-08,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-04-15,0.06639921813428099,0.06499187083302546,0.06725474876213706,0.06828843852548312,0.0680551341627483,0.06664078883236961,0.06744640657763908,0.0664353059218208,0.06572272342236789,0.06944073674072271,0.06119597337803055,0.06730193784612976,0.06759815709589939,0.06688239766351917,0.06634616210382618,,,,,,,
2016-04-22,0.06651694240959624,0.0666420285621754,0.0675718573396105,0.06685905868146794,0.06771174295471073,0.06689744916002267,0.06664393704817201,0.06670192561307454,0.0665675630967777,0.06931858123803547,0.06123103099716661,0.06688282849966826,0.06624462275723345,0.06669074245172511,0.06751968919056332,,,,,,,
2016-04-29,0.06629389502050342,0.06972372630076662,0.06820820137994937,0.06575682800214624,0.06648494765505414,0.06763498512405332,0.06644097545880194,0.067259400269631,0.06495341900858743,0.06975092534983687,0.05970151123712378,0.06607768969800917,0.0672266961237179,0.06498979518412436,0.06949700418769447,,,,,,,
2016-05-06,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-05-13,0.0668994051592214,0.0651999970843661,0.0660039210162084,0.06741187048017612,0.06715269137621761,0.06711447350503713,0.0680402685091837,0.0661621823188997,0.06576345032511471,0.06661838242302277,0.06539950955719,0.06902951330000834,0.06726883748785886,0.06644440793647419,0.06549108952102117,,,,,,,
2016-05-20,0.06797466841411823,0.06456346499588662,0.06510683236134562,0.06660217549484287,0.0683491496045276,0.06662938054964354,0.06798044869083994,0.06490789518712384,0.06550500004822073,0.06760442888214505,0.06651110161667698,0.06898210366455516,0.06609272526361039,0.06715332423439875,0.0660373009920645,,,,,,,
2016-05-27,0.06800014482267554,0.06565068238626048,0.06521182483342397,0.06431969627303669,0.06717010205449742,0.06767217623194517,0.06850450503948312,0.06611372855730224,0.06588076412711046,0.06660568212513104,0.06695313954490478,0.06927662707964335,0.0651515073640549,0.06645011476651358,0.06703930479401714,,,,,,,
2016-06-03,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-06-10,0.06715440692479298,0.0662296271417561,0.06699597725544051,0.0658262321101255,0.06747339950142901,0.06692179209790888,0.06646899741178612,0.06665233877839995,0.06565314108262205,0.06644888657465935,0.06794192425739395,0.06648453568354988,0.06616795923923263,0.06616850220720154,0.06741227973370148,,,,,,,
2016-06-17,0.0684777207057785,0.06479723638900659,0.06784229186637822,0.06640437335248363,0.06645052630125904,0.06623214154656287,0.06636833484286783,0.06526481066595502,0.068702226987156,0.06630076766992628,0.06747794922944021,0.06796516924076008,0.06634317835601537,0.06452655641626646,0.06684671643014384,,,,,,,
2016-06-24,0.06904801428962166,0.06450934621584886,0.06780539867519479,0.0657468471649945,0.06772044004382731,0.06567220603527381,0.06638999468314424,0.06425632545729613,0.07021934236026332,0.06656224981613759,0.06879528874832434,0.06701423557278084,0.06557453294322352,0.06381896869810302,0.06686680929596595,,,,,,,
2016-07-01,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-07-08,0.06665326808054448,0.06538553940952438,0.06739236059224255,0.06710064306171484,0.06708970567899365,0.0670901803343023,0.06629024507259208,0.06521330471587514,0.06765893159124918,0.06729693166197818,0.0663873006201768,0.06710329323810693,0.06622776370028584,0.06550982831578776,0.06760070392662591,,,,,,,
2016-07-15,0.0687439753746388,0.06493158551119486,0.06851613539571179,0.06749474668485177,0.06640245696863009,0.06743167905454343,0.0672275820226104,0.06473496509656598,0.06795349098950189,0.06651622728256802,0.06621985856296746,0.0667177974539201,0.06522934882426049,0.06493332698113735,0.06694682379689769,,,,,,,
2016-07-22,0.06492457456647718,0.06590092828416459,0.06946096456686204,0.06889530539948138,0.06679162573217741,0.06617879727695847,0.06894918507657952,0.06477124727606887,0.06724462181096416,0.06536190957869281,0.06485927841233795,0.06623405171846017,0.06673665944152442,0.06594406442787268,0.06774678643137842,,,,,,,
2016-07-29,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-08-05,0.06749264025332978,0.0674916172463626,0.06759320296382106,0.0661443861970205,0.06168211189515361,0.06523661034089498,0.06863700119356218,0.06611905270403877,0.06523226274240984,0.06658751727002508,0.06635318253680485,0.06693682604900462,0.0663254689205514,0.0686011748447657,0.06956694484225512,,,,,,,
2016-08-12,0.06458643272073454,0.06934101977782534,0.06717330383044526,0.06673082482947774,0.06310663020575415,0.06431591729959353,0.06794170197725102,0.06623919180498551,0.06653531297632435,0.06583484793048265,0.06771947033017364,0.06634021017165502,0.06691291272908009,0.06815896827085728,0.06906325514535977,,,,,,,
2016-08-19,0.06306504674278675,0.07029958606889743,0.06675752131090766,0.06597377949005807,0.06264588307551511,0.06407042632568931,0.06604352724366291,0.06809753391113098,0.0661174475543739,0.06630653360469223,0.06661217938408236,0.06622613958198449,0.06781759151157804,0.07033989613879102,0.06962690805584967,,,,,,,
2016-08-26,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-09-02,0.06538349946119713,0.06733914917178806,0.06678500005107306,0.06622460815929103,0.06812654625125723,0.06640778298669091,0.06654727217036736,0.06601800626930608,0.06576821868876287,0.0685196168434664,0.0667704028305704,0.06683920136574245,0.06801232518554517,0.0661049623133612,0.06515340825158068,,,,,,,
2016-09-09,0.06359663081102028,0.06924748415027789,0.06609334106791845,0.06606179679886465,0.06764149823964755,0.06762421093650614,0.06634642962918391,0.06563732229977849,0.0665480083241098,0.06735602822199176,0.06727633768179579,0.06550535754492111,0.06834785419481727,0.06728930226860061,0.06542839783056635,,,,,,,
2016-09-16,0.06468687388892079,0.06872212112082593,0.06708915350193075,0.06486356546405847,0.06491408678311066,0.06705466433834649,0.06684463507400598,0.06831750962712516,0.06708159965902098,0.06625958135705155,0.06794435439711309,0.06435516794353836,0.06808828923345203,0.06876223443177032,0.0650161631797293,,,,,,,
2016-09-23,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-09-30,0.06682638503761203,0.06617278192318185,0.06802966231159907,0.06733521811959327,0.06572057340337212,0.0654522357941078,0.06657617742753186,0.06732185833984908,0.07004395047938414,0.06648984696673794,0.06606733558081254,0.06749006390249392,0.06637919287179493,0.06450870333781888,0.06558601450411056,,,,,,,
2016-10-07,0.06743673588137791,0.06608471481164817,0.06758300398487325,0.06780317825667848,0.06672580662327166,0.06484056308285865,0.06734549371712109,0.06559042536676608,0.06988576019933232,0.06676118499440847,0.06570475441160258,0.06738186331548382,0.06634148611904014,0.06565049187956287,0.06486453735597442,,,,,,,
2016-10-14,0.06996469758211193,0.06668849495348232,0.06656068591912763,0.06927817960001853,0.06626951870476207,0.06419884981895646,0.06659452913164689,0.06535929207486904,0.06811826271252978,0.06806448174274218,0.06613969236175153,0.06559323900259612,0.06577381181289244,0.06599871116020047,0.0653975534223127,,,,,,,
2016-10-21,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-10-28,0.06823585242394324,0.06687657875715533,0.06588886643474454,0.06717359983480985,0.06778356042502238,0.06784528283359009,0.06659042648887466,0.06583240639245651,0.06478590581042507,0.06658311866977772,0.06758547674649396,0.06661537663174937,0.06675897211912607,0.06551005272803047,0.0659345237038009,,,,,,,
2016-11-04,0.068587421369459,0.0666185196400998,0.06667509104942566,0.06751969577736064,0.06813279904395061,0.0675066183546532,0.0658381065931956,0.06617159215586377,0.06277922200023778,0.06692617229904066,0.06793369478654011,0.06669414438483631,0.06649510930194219,0.06584757764110966,0.06627423560228515,,,,,,,
2016-11-11,0.06823585251052956,0.06687657878778341,0.06588886648857237,0.06717359992004825,0.06778356051103478,0.06784528284987724,0.06659042639205333,0.06583240647599303,0.064785905024551,0.06658311875426684,0.06758547683225499,0.06661537670584726,0.06675897214856293,0.06551005281115795,0.06593452378746702,,,,,,,
2016-11-18,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-11-25,0.06640983491184968,0.06973724383538213,0.06505405883129474,0.06667215748576634,0.06629356489711337,0.06665283474786743,0.0634480708692131,0.068352086036059,0.06785296875303222,0.06582030375985579,0.06587689883074509,0.0652764368766146,0.06591290795657649,0.07284967849295314,0.06379095371567696,,,,,,,
2016-12-02,0.06643753585140749,0.07027803279485619,0.0653021055719774,0.06606706317056442,0.0672321070864846,0.06492340712515884,0.06300577233222959,0.06833321223557194,0.06847624900787457,0.06624874320233551,0.06475916218675808,0.06521462908222364,0.06526935227695538,0.07458695974448994,0.06386566833111235,,,,,,,
2016-12-09,0.06731590514467625,0.06992116859101943,0.06569758351799343,0.0661639587143921,0.06664670777748032,0.06560189251007201,0.06289790696291171,0.06809998559385626,0.06721447948538486,0.06649812842008318,0.06437932367124738,0.06511116757566315,0.0672731712038234,0.07318715792718108,0.06399146290421535,,,,,,,
2016-12-16,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
2016-12-23,0.06838899178425202,0.06652464606629321,0.06584696156222539,0.06626525311198131,0.06629699043385237,0.06784268126373767,0.06669407235810518,0.06647826694572863,0.06621780778418002,0.0674267666666736,0.06624814042849386,0.06634293817825945,0.0672097727230622,0.06587067201875117,0.06634603867440395,,,,,,,
2016-12-30,0.06809118460362745,0.06603515755945327,0.06537224184840386,0.06669447989505015,0.06486092430536838,0.06828331896101576,0.0669490422474087,0.0661069398727072,0.06721364866387555,0.0675058521660621,0.06646272976049811,0.06662865006352235,0.06677776585307274,0.06606852985104163,0.06694953434889273,,,,,,,
2017-01-06,0.06716420696860942,0.06534932947612905,0.06532223762959019,0.06811282144223865,0.06462646556568147,0.06812523548870211,0.0667024460494921,0.06612069048766563,0.06783977451580234,0.06752685286048415,0.06712066576304677,0.06596460331020361,0.06675832564689252,0.06618770519904585,0.06707863959641612,,,,,,,
2017-01-13,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,,,,,,,
