,0
2010-01-01,-0.011182997334223909
2010-01-08,0.026590445263767488
2010-01-15,-0.011297519363562063
2010-01-22,-0.03713629628687406
2010-01-29,-0.01962402429968167
2010-02-05,-0.0072798491230302
2010-02-12,0.012492074748319272
2010-02-19,0.0318411382837619
2010-02-26,-0.00717230675226534
2010-03-05,0.03327142094235268
2010-03-12,0.010714499193907292
2010-03-19,0.006772986955093227
2010-03-26,0.00322676056738945
2010-04-02,0.013728287198237103
2010-04-09,0.01412848526933244
2010-04-16,-0.004249011275728667
2010-04-23,0.02140245492961951
2010-04-30,-0.022840492936757082
2010-05-07,-0.0648617302976733
2010-05-14,0.02633568269925957
2010-05-21,-0.043391257661124144
2010-05-28,0.00603243792160068
2010-06-04,-0.024932106842914508
2010-06-11,0.031173063217601153
2010-06-18,0.023206140660644404
2010-06-25,-0.03632134591496834
2010-07-02,-0.04783880559290377
2010-07-09,0.054979682380511305
2010-07-16,-0.013322965719588378
2010-07-23,0.04069831611914914
2010-07-30,-0.00013322569914251672
2010-08-06,0.01982211272175644
2010-08-13,-0.03288783542126448
2010-08-20,-0.005168330476018517
2010-08-27,-0.0018896566054682393
2010-09-03,0.036437868547519854
2010-09-10,0.00406567354787838
2010-09-17,0.014124586342714686
2010-09-24,0.021964680299900122
2010-10-01,0.0026548189832547413
2010-10-08,0.01635876144520531
2010-10-15,0.008732794845001569
2010-10-22,0.003388665245130983
2010-10-29,0.0026363668040124875
2010-11-05,0.03404698579742269
2010-11-12,-0.018523864388478507
2010-11-19,0.002064632177733379
2010-11-26,-0.006703212121293069
2010-12-03,0.030083995829557623
2010-12-10,0.010935002473887432
2010-12-17,0.005523330211678124
2010-12-24,0.01120565722679469
2010-12-31,0.0014351666533243103
2011-01-07,0.008442988744129682
2011-01-14,0.013651229645327292
2011-01-21,-0.010481542955734578
2011-01-28,-0.0028787389048078897
2011-02-04,0.026275109006717038
2011-02-11,0.014382385936860956
2011-02-18,0.01009670973196506
2011-02-25,-0.016291145946289744
2011-03-04,0.0030254458119173162
2011-03-11,-0.01129207777652345
2011-03-18,-0.016198129938325416
2011-03-25,0.02819975527628166
2011-04-01,0.01974640777697136
2011-04-08,-0.0019313996053238716
2011-04-15,-0.00528803131520425
2011-04-22,0.013024220949662562
2011-04-29,0.020436823841482498
2011-05-06,-0.01699001670749481
2011-05-13,0.0009099254345015595
2011-05-20,-0.00129536930963915
2011-05-27,0.0011303671465774788
2011-06-03,-0.023834263140297896
2011-06-10,-0.021590811632754524
2011-06-17,-0.00031089274267778906
2011-06-24,0.0022381931153273725
2011-07-01,0.05355283673257045
2011-07-08,0.004362540194784195
2011-07-15,-0.020098107250604187
2011-07-22,0.01853477897980471
2011-07-29,-0.039735160482766436
2011-08-05,-0.0741788905416753
2011-08-12,-0.01200647914302599
2011-08-19,-0.042207415441556026
2011-08-26,0.04672154550552041
2011-09-02,-8.911348045652692e-05
2011-09-09,-0.01629821203783489
2011-09-16,0.050679301833777085
2011-09-23,-0.06887688464718064
2011-09-30,-0.005811661788140572
2011-10-07,0.020488723700104232
2011-10-14,0.05899863090943074
2011-10-21,0.010732796414607303
2011-10-28,0.04097081400933973
2011-11-04,-0.02090836121158025
2011-11-11,0.007139555565742876
2011-11-18,-0.03695027036864913
2011-11-25,-0.046304549865474755
2011-12-02,0.0743189602618083
2011-12-09,0.006219191916480201
2011-12-16,-0.0254843686949223
2011-12-23,0.03816239818434338
2011-12-30,-0.00477946733125966
2012-01-06,0.01224003573985592
2012-01-13,0.011461763574202187
2012-01-20,0.01773854379751377
2012-01-27,0.0017655549375348307
2012-02-03,0.021669770796850143
2012-02-10,-0.003740804778891207
2012-02-17,0.014058716573268678
2012-02-24,0.0034858038591405803
2012-03-02,6.408459316111783e-05
2012-03-09,0.0016188136454713268
2012-03-16,0.019005505392832765
2012-03-23,-0.00624984164072749
2012-03-30,0.006083002792936617
2012-04-06,-0.007170373511325613
2012-04-13,-0.017980696195682544
2012-04-20,0.009944661499399772
2012-04-27,0.01935012416431918
2012-05-04,-0.022421621662073052
2012-05-11,-0.006250026960296253
2012-05-18,-0.041770923296253856
2012-05-25,0.019221165890026575
2012-06-01,-0.027812031856650384
2012-06-08,0.03561419115875687
2012-06-15,0.012121672163229711
2012-06-22,-0.006683312543141829
2012-06-29,0.02228698396193385
2012-07-06,-0.0019108479950831704
2012-07-13,0.0009587757102128804
2012-07-20,0.004830640179450508
2012-07-27,0.01579853631684394
2012-08-03,0.0018023705511143809
2012-08-10,0.01298067297399625
2012-08-17,0.0067312726454896695
2012-08-24,-0.006311641837967247
2012-08-31,-0.003274421988941862
2012-09-07,0.02397624357554142
2012-09-14,0.019748484594492015
2012-09-21,-0.004600595936684254
2012-09-28,-0.012221624657402038
2012-10-05,0.014048747148756202
2012-10-12,-0.021907606954281594
2012-10-19,0.007225072458733786
2012-10-26,-0.015533039229207417
2012-11-02,0.0016386056753450906
2012-11-09,-0.02438626676112395
2012-11-16,-0.014883545165550077
2012-11-23,0.03447984508728012
2012-11-30,0.00831892957102287
2012-12-07,0.0010347265825983434
2012-12-14,-4.424758472163122e-05
2012-12-21,0.010601278082052468
2012-12-28,-0.018083159829340563
2013-01-04,0.04703311187712874
2013-01-11,0.0021859247104344596
2013-01-18,0.008554466522524805
2013-01-25,0.012649860385384043
2013-02-01,0.008270141166316124
2013-02-08,0.003212606468891498
2013-02-15,3.974876215713779e-05
2013-02-22,-0.0031127092939611497
2013-03-01,0.002930680081176415
2013-03-08,0.022523314633137646
2013-03-15,0.0062888501083467685
