,0,gamma_op
2014-12-12,0.005855397252292713,2
2014-12-19,0.010789850895962017,2
2014-12-26,0.0014155473812622055,2
2015-01-02,0.010770270649717365,2
2015-01-09,0.02290688333285934,2
2015-01-16,0.025034246871971023,2
2015-01-23,0.010186633076095313,2
2015-01-30,-0.011046261113248105,2
2015-02-06,-0.024900170274682,2
2015-02-13,0.04130033023235068,2
2015-02-20,0.019376959942787476,2
2015-02-27,0.009948634236524092,2
2015-03-06,0.009901118257016795,2
2015-03-13,0.026671484482614395,2
2015-03-20,0.06396439106947872,2
2015-03-27,0.03936490274463938,2
2015-04-03,0.05940038022073395,2
2015-04-10,0.03583536675193286,2
2015-04-17,0.0339444404938354,2
2015-04-24,0.040198283249106105,2
2015-05-01,0.008505326870551685,2
2015-05-08,-0.02941084320225213,2
2015-05-15,0.04801943349482808,2
2015-05-22,0.09910348372488847,2
2015-05-29,0.024643563930794157,2
2015-06-05,0.08630523698739337,2
2015-06-12,0.02299569379543518,2
2015-06-19,-0.14131911089726035,2
2015-06-26,-0.06805642611843503,2
2015-07-03,-0.12170040422375472,2
2015-07-10,0.04294555573519584,2
2015-07-17,0.024664375561967197,2
2015-07-24,0.003228523841500455,2
2015-07-31,-0.08775412893583691,2
2015-08-07,0.01910068082638595,2
2015-08-14,0.041174943773424635,2
2015-08-21,-0.11557927953762204,2
2015-08-28,-0.06493290190359297,2
2015-09-04,0.0014492562680483321,2
2015-09-11,0.00024062845461546485,2
2015-09-18,-0.03131772978289237,2
2015-09-25,-0.00014898618063079725,2
2015-10-02,-0.00832432192320598,2
2015-10-09,0.04362635405400419,2
2015-10-16,0.05170632965732579,2
2015-10-23,0.015682230087652307,2
2015-10-30,-0.009789275061165684,2
2015-11-06,0.09087609736127045,2
2015-11-13,-0.00575594720858627,2
2015-11-20,0.010059941627898082,2
2015-11-27,-0.05650640244727325,2
2015-12-04,0.0458511736321647,2
2015-12-11,-0.016538605405438233,2
2015-12-18,0.04984630752231922,2
2015-12-25,0.025268105463695387,2
2016-01-01,-0.03127685981994179,2
2016-01-08,-0.09328784731877064,2
2016-01-15,-0.06766327022237495,2
2016-01-22,-0.007682633310822078,2
2016-01-29,-0.04428685866415767,2
2016-02-05,-4.207213675487946e-05,2
2016-02-19,0.02270450693026452,2
2016-02-26,-0.02864490391248321,2
2016-03-04,0.06292608933368506,2
2016-03-11,-0.027251481986066764,2
2016-03-18,0.04580857320156875,2
2016-03-25,0.008277152772566144,2
2016-04-01,0.006019257254355011,2
2016-04-08,-0.014108760353185113,2
2016-04-15,0.030704246306849283,2
2016-04-22,-0.02100198604969066,2
2016-04-29,-0.007694563113330635,2
2016-05-06,-0.011852406889185874,2
2016-05-13,-0.020976438629839618,2
2016-05-20,0.004369443498837329,2
2016-05-27,-0.00442330542533747,2
2016-06-03,0.03865387360219917,2
2016-06-10,-0.004062442223541809,2
2016-06-17,-0.012995785456434386,2
2016-06-24,-0.004161628771994734,2
2016-07-01,0.025013482253657852,2
2016-07-08,0.007980332112168944,2
2016-07-15,0.024881022592751652,2
2016-07-22,-0.014299283437827714,2
2016-07-29,-0.010034332959568237,2
2016-08-05,0.008196223880612901,2
2016-08-12,0.03761070347635369,2
2016-08-19,0.02009717376727367,2
2016-08-26,-0.016861849137774516,2
2016-09-02,0.0039920823932132815,2
2016-09-09,0.00040318064251809965,2
2016-09-16,-0.024778850094781462,2
2016-09-23,0.015505806905246021,2
2016-09-30,-0.0024074939510550135,2
2016-10-14,0.008807304447924354,2
2016-10-21,0.0019089338939025325,2
2016-10-28,0.00823344043100423,2
2016-11-04,0.00430292268734573,2
2016-11-11,0.020865854527303367,2
2016-11-18,-0.001748493739974068,2
2016-11-25,0.03216247530891317,2
2016-12-02,-0.012126956636079243,2
2016-12-09,-0.005481027841489594,2
2016-12-16,-0.03900524978125353,2
2016-12-23,-0.017106703266459366,2
2016-12-30,-0.0005446190476002985,2
2017-01-06,0.009523616117075742,2
2017-01-13,-0.005063516829617388,2
2017-01-20,0.006305469938134339,2
2017-01-27,0.010799472742247804,2
2017-02-03,-0.00927431391432506,2
2017-02-10,0.012998567866796266,2
2017-02-17,0.0009646305393178017,2
2017-02-24,0.012047424569529412,2
2017-03-03,-0.015076230214861687,2
2017-03-10,-0.002745783407478323,2
2017-03-17,0.004021349069418324,2
2017-03-24,-0.000488745147731981,2
2017-03-31,-0.007489830641149749,2
2017-04-07,0.013837848017931137,2
2017-04-14,-0.010341291919353056,2
2017-04-21,-0.016982971465629437,2
2017-04-28,-0.004828405411929433,2
2017-05-05,-0.02318507664240456,2
2017-05-12,0.008913114932639552,2
2017-05-19,0.004092127034294775,2
2017-05-26,0.02828644078640758,2
2017-06-02,-0.00036440676009754795,2
2017-06-09,0.019180777349126713,2
2017-06-16,-0.010892468685090887,2
2017-06-23,0.024571608253730393,2
2017-06-30,0.013004468918939265,2
2017-07-07,0.005969449575183189,2
2017-07-14,0.018853498014459184,2
2017-07-21,0.00518408484705712,2
2017-07-28,-0.0006007289802464329,2
2017-08-04,-0.0008603971686667849,2
2017-08-11,-0.021396713342630207,2
2017-08-18,0.020855354955751686,2
2017-08-25,0.017914722412480127,2
2017-09-01,0.01356876671390736,2
2017-09-08,0.0011453064936110479,2
2017-09-15,-0.001520723666832923,2
2017-09-22,-0.0001696949520045456,2
2017-09-29,-0.004246179791331279,2
2017-10-13,0.0151770301923786,2
2017-10-20,-0.0032075068628521822,2
2017-10-27,0.017835575281019516,2
2017-11-03,-0.012323013203756015,2
2017-11-10,0.02263882610836876,2
