,0,gamma_reg,b_weight
2010-03,-0.03944587473644183,0.001,0.5
2010-04,-0.05481636278562091,0.001,0.5
2010-05,-0.040987356363406745,0.001,0.5
2010-06,-0.11995973069787551,0.001,0.5
2010-07,0.1088520876416173,0.001,0.5
2010-08,0.11807896288144665,0.001,0.5
2010-09,0.06662240272110553,0.001,0.5
2010-10,0.03272448926288918,0.001,0.5
2010-11,0.058013161344713834,0.001,0.5
2010-12,-0.03997277765908916,0.001,0.5
2011-01,-0.1016556906880889,0.001,0.5
2011-02,0.06575727574566054,0.001,0.5
2011-03,-0.06484356059373103,0.001,0.5
2011-04,-0.051369153876873005,0.001,0.5
2011-05,-0.04657628477346035,0.001,0.5
2011-06,0.030673191343849125,0.001,0.5
2011-07,0.04678205911281666,0.001,0.5
2011-08,-0.019065269161552878,0.001,0.5
2011-09,-0.1270654395553131,0.001,0.5
2011-10,0.008455908149957992,0.001,0.5
2011-11,-0.004410569339998658,0.001,0.5
2011-12,-0.1516391155174489,0.001,0.5
2012-01,-0.05245048876749547,0.001,0.5
2012-02,0.1148185131385355,0.001,0.5
2012-03,-0.068471789114,0.001,0.5
2012-04,0.0517645887026205,0.001,0.5
2012-05,0.029233660934798004,0.001,0.5
2012-06,-0.14701853910431714,0.001,0.5
2012-07,0.019111694271262664,0.001,0.5
2012-08,-0.2058075174407033,0.001,0.5
2012-09,-0.1269899083377371,0.001,0.5
2012-10,0.010410429694340802,0.001,0.5
2012-11,0.2858575493384936,0.001,0.5
2012-12,0.2666037808108525,0.001,0.5
2013-01,-0.07261571858275367,0.001,0.5
2013-02,-0.3044558281878088,0.001,0.5
2013-03,0.0582311089244545,0.001,0.5
2013-04,-0.24197661758681477,0.001,0.5
2013-05,-0.26001454583029837,0.001,0.5
2013-06,0.756968277952891,0.001,0.5
2013-07,0.4044326447365777,0.001,0.5
2013-08,-0.4221465403703068,0.001,0.5
2013-09,0.12106346814872775,0.001,0.5
2013-10,-0.19057528529454285,0.001,0.5
2013-11,0.05359508858352773,0.001,0.5
2013-12,-0.011256875992537472,0.001,0.5
2014-01,0.016789284575062152,0.001,0.5
2014-02,-0.009528684336233434,0.001,0.5
2014-03,-0.12234651415330627,0.001,0.5
2014-04,0.023918081184174763,0.001,0.5
2014-05,0.02750325715462945,0.001,0.5
2014-06,0.09148614280392903,0.001,0.5
2014-07,0.34766798991892733,0.001,0.5
2014-08,0.0020085252965756917,0.001,0.5
2014-09,0.09802035130671438,0.001,0.5
2014-10,-0.045795604622048264,0.001,0.5
2014-11,0.2798194046804283,0.001,0.5
2014-12,0.49549979930314014,0.001,0.5
2015-01,0.3345538445327521,0.001,0.5
2015-02,0.22080616576697262,0.001,0.5
2015-03,0.35429400666492983,0.001,0.5
2015-04,0.13910831359645376,0.001,0.5
2015-05,0.24917316378910692,0.001,0.5
2015-06,-0.21646101785105032,0.001,0.5
2015-07,-0.11459137623469524,0.001,0.5
2015-08,-0.1440977007481492,0.001,0.5
2015-09,0.012325718172167974,0.001,0.5
2015-10,0.5208718640241901,0.001,0.5
2015-11,-1.7007425196534367,0.001,0.5
2015-12,1.6173580003631194,0.001,0.5
2016-01,-0.5433693544690932,0.001,0.5
2016-02,2.4849161643118434,0.001,0.5
2016-03,-0.3449233519711252,0.001,0.5
2016-04,-2.393028537805637,0.001,0.5
2016-05,2.3682131712885273,0.001,0.5
2016-06,-0.05497634244962366,0.001,0.5
2016-07,-0.2590845035505336,0.001,0.5
2016-08,0.09151000573238019,0.001,0.5
2016-09,-0.01724830371072769,0.001,0.5
2016-10,-0.05907744034317811,0.001,0.5
2016-11,0.0890162007166902,0.001,0.5
2016-12,-0.1507788841014272,0.001,0.5
2017-01,-0.06605653498513996,0.001,0.5
2017-02,0.06608841078008118,0.001,0.5
2017-03,0.03223646862629184,0.001,0.5
2017-04,0.04436135238821694,0.001,0.5
2017-05,0.014605659108069186,0.001,0.5
2017-06,0.09276537398526893,0.001,0.5
2017-07,-0.1260831764559926,0.001,0.5
2017-08,0.04396469031027907,0.001,0.5
2017-09,0.06293656906252545,0.001,0.5
2017-10,0.12318797227825388,0.001,0.5
2017-11,-0.03706667258734952,0.001,0.5
2017-12,0.03759015514161546,0.001,0.5
2018-01,-0.03915949833854735,0.001,0.5
2018-02,-0.030793251714950065,0.001,0.5
2018-03,-0.032906762715589954,0.001,0.5
2018-04,-0.04289360943219131,0.001,0.5
2018-05,0.0714230832185038,0.001,0.5
2018-06,-0.097737738107948,0.001,0.5
2018-07,-0.012574551757153916,0.001,0.5
2018-08,-0.09669537513144004,0.001,0.5
2018-09,0.011713165658840136,0.001,0.5
2018-10,-0.16015847356914803,0.001,0.5
2018-11,0.07089186687671939,0.001,0.5
2018-12,-0.034857058904488286,0.001,0.5
2019-01,0.06600559519314304,0.001,0.5
2019-02,0.17666168174895217,0.001,0.5
2019-03,0.12929830401130965,0.001,0.5
2019-04,0.037862105953281745,0.001,0.5
2019-05,-0.05164795045102488,0.001,0.5
2019-06,0.0809722732475183,0.001,0.5
2019-07,0.010407825723993302,0.001,0.5
2019-08,0.05535399219882653,0.001,0.5
2019-09,-0.028012949522349995,0.001,0.5
